Location ID,No.,Date/Time,Name,CardNo
58,10052,7/31/2018 20:26:58,10052,
58,10052,8/1/2018 8:36:58,10052,
20,10055,7/31/2018 8:25:09,10055,
20,10055,7/31/2018 20:28:23,10055,
20,10055,8/1/2018 8:27:16,10055,
20,10056,7/31/2018 8:23:02,10056,
20,10056,7/31/2018 20:25:45,10056,
20,10056,8/1/2018 8:22:24,10056,
20,10058,7/31/2018 8:26:53,10058,
50,10058,7/31/2018 20:26:34,10058,
20,10058,8/1/2018 8:34:15,10058,
20,10059,7/31/2018 8:24:28,10059,
20,10059,7/31/2018 20:26:04,10059,
20,10059,8/1/2018 8:23:56,10059,
20,10060,7/31/2018 8:33:04,10060,
20,10060,7/31/2018 19:26:13,10060,
20,10060,8/1/2018 8:26:27,10060,
6,10061,7/31/2018 8:28:55,10061,
6,10061,7/31/2018 20:27:53,10061,
6,10061,8/1/2018 8:28:40,10061,
7,10063,7/31/2018 8:26:05,10063,
7,10063,7/31/2018 8:26:07,10063,
6,10063,7/31/2018 18:27:42,10063,
6,10063,7/31/2018 18:27:44,10063,
6,10063,8/1/2018 8:26:02,10063,
6,10063,8/1/2018 8:26:03,10063,
7,10064,7/31/2018 8:33:55,10064,
5,10064,7/31/2018 20:26:47,10064,
6,10064,8/1/2018 8:31:29,10064,
4,10065,7/31/2018 8:30:51,10065,
4,10065,7/31/2018 20:29:56,10065,
4,10065,8/1/2018 8:29:02,10065,
50,10066,7/31/2018 8:22:47,10066,
50,10066,7/31/2018 20:26:38,10066,
50,10066,8/1/2018 8:23:19,10066,
50,10068,7/31/2018 8:22:26,10068,
50,10068,7/31/2018 21:25:42,10068,
50,10068,8/1/2018 8:34:18,10068,
50,10074,7/31/2018 8:22:43,10074,
50,10074,7/31/2018 20:27:15,10074,
50,10074,8/1/2018 8:22:30,10074,
4,10079,7/31/2018 8:26:21,10079,
4,10079,7/31/2018 20:25:58,10079,
4,10079,8/1/2018 8:30:38,10079,
5,10080,7/31/2018 8:32:35,10080,
5,10080,7/31/2018 21:25:51,10080,
5,10080,8/1/2018 8:33:19,10080,
6,10081,7/31/2018 8:26:06,10081,
6,10081,7/31/2018 8:26:08,10081,
6,10081,7/31/2018 20:26:21,10081,
6,10081,8/1/2018 8:22:38,10081,
6,10081,8/1/2018 8:22:40,10081,
6,10082,7/31/2018 8:23:07,10082,
6,10082,7/31/2018 20:26:41,10082,
6,10082,8/1/2018 8:28:47,10082,
7,10083,7/31/2018 8:25:24,10083,
6,10083,7/31/2018 20:26:10,10083,
6,10083,8/1/2018 8:35:10,10083,
4,10088,7/31/2018 8:27:01,10088,
4,10088,7/31/2018 8:27:03,10088,
4,10088,7/31/2018 20:26:45,10088,
4,10088,8/1/2018 8:25:46,10088,
4,10088,8/1/2018 8:25:52,10088,
4,10089,7/31/2018 8:23:02,10089,
4,10089,7/31/2018 8:23:03,10089,
4,10089,7/31/2018 21:26:15,10089,
4,10089,7/31/2018 21:26:16,10089,
4,10089,8/1/2018 8:22:23,10089,
4,10089,8/1/2018 8:22:25,10089,
6,10090,7/31/2018 8:26:45,10090,
7,10090,7/31/2018 8:26:55,10090,
4,10090,7/31/2018 20:26:22,10090,
4,10090,8/1/2018 8:25:06,10090,
4,10090,8/1/2018 8:25:07,10090,
5,10091,7/31/2018 8:24:08,10091,
4,10091,7/31/2018 21:26:04,10091,
4,10091,7/31/2018 21:26:09,10091,
5,10091,8/1/2018 8:34:08,10091,
4,10093,7/31/2018 8:22:52,10093,
4,10093,7/31/2018 20:26:17,10093,
5,10093,8/1/2018 8:26:32,10093,
6,10098,7/31/2018 8:23:32,10098,
6,10098,7/31/2018 20:26:46,10098,
7,10098,8/1/2018 8:28:00,10098,
7,10098,8/1/2018 8:28:02,10098,
7,10101,7/31/2018 8:35:11,10101,
6,10101,7/31/2018 20:27:43,10101,
7,10101,8/1/2018 8:29:46,10101,
5,10109,7/31/2018 8:27:13,10109,
4,10109,7/31/2018 20:27:35,10109,
5,10109,8/1/2018 8:28:55,10109,
4,10111,7/31/2018 8:23:32,10111,
4,10111,7/31/2018 20:28:04,10111,
4,10111,8/1/2018 8:23:15,10111,
5,10112,7/31/2018 8:28:38,10112,
5,10112,7/31/2018 8:28:41,10112,
50,10112,7/31/2018 20:31:44,10112,
50,10112,8/1/2018 8:27:48,10112,
50,10112,8/1/2018 8:27:56,10112,
20,10113,7/31/2018 8:23:30,10113,
20,10113,7/31/2018 20:26:16,10113,
20,10113,8/1/2018 8:23:13,10113,
4,10122,7/31/2018 8:27:46,10122,
4,10122,7/31/2018 21:27:23,10122,
4,10122,8/1/2018 8:27:35,10122,
50,10126,7/31/2018 8:24:57,10126,
4,10126,7/31/2018 21:29:13,10126,
4,10126,7/31/2018 21:29:15,10126,
4,10126,8/1/2018 8:25:35,10126,
4,10126,8/1/2018 8:25:37,10126,
7,10131,7/31/2018 8:31:35,10131,
7,10131,7/31/2018 20:26:59,10131,
7,10131,8/1/2018 8:28:26,10131,
4,10133,7/31/2018 8:29:05,10133,
4,10133,7/31/2018 8:29:07,10133,
4,10133,7/31/2018 19:28:12,10133,
4,10133,7/31/2018 19:28:13,10133,
4,10133,8/1/2018 8:25:59,10133,
4,10135,7/31/2018 8:28:39,10135,
4,10135,7/31/2018 20:27:16,10135,
4,10135,8/1/2018 8:29:23,10135,
4,10137,7/31/2018 8:24:56,10137,
4,10137,7/31/2018 21:27:01,10137,
4,10137,8/1/2018 8:24:47,10137,
5,10139,7/31/2018 8:25:53,10139,
4,10139,7/31/2018 20:26:24,10139,
5,10139,8/1/2018 8:24:15,10139,
6,10149,7/31/2018 8:22:45,10149,
6,10149,7/31/2018 20:25:59,10149,
6,10149,8/1/2018 8:35:07,10149,
51,10150,7/31/2018 8:33:33,10150,
51,10150,7/31/2018 8:33:35,10150,
51,10150,7/31/2018 20:26:42,10150,
51,10150,8/1/2018 8:32:57,10150,
51,10150,8/1/2018 8:32:59,10150,
5,10152,7/31/2018 8:23:45,10152,
7,10152,7/31/2018 20:28:49,10152,
7,10152,8/1/2018 8:24:33,10152,
4,10157,8/1/2018 8:25:31,10157,
5,10162,7/31/2018 8:28:32,10162,
4,10162,7/31/2018 20:27:05,10162,
5,10162,8/1/2018 8:27:39,10162,
6,10163,7/31/2018 8:24:22,10163,
6,10163,7/31/2018 20:29:59,10163,
6,10163,8/1/2018 8:25:26,10163,
4,10170,7/31/2018 8:26:52,10170,
4,10170,7/31/2018 20:26:58,10170,
4,10170,8/1/2018 8:25:56,10170,
4,10171,7/31/2018 8:23:08,10171,
4,10171,7/31/2018 8:23:10,10171,
4,10171,7/31/2018 20:26:31,10171,
4,10171,7/31/2018 20:26:33,10171,
4,10171,8/1/2018 8:22:38,10171,
4,10171,8/1/2018 8:22:40,10171,
51,10173,7/31/2018 8:31:10,10173,
51,10173,7/31/2018 8:31:12,10173,
51,10173,7/31/2018 20:26:30,10173,
51,10173,7/31/2018 20:26:36,10173,
51,10173,8/1/2018 8:30:23,10173,
51,10173,8/1/2018 8:30:25,10173,
50,10176,7/31/2018 8:31:32,10176,
50,10176,7/31/2018 20:26:32,10176,
50,10176,8/1/2018 8:30:28,10176,
5,10177,7/31/2018 8:27:10,10177,
7,10177,7/31/2018 21:29:06,10177,
5,10177,7/31/2018 21:31:33,10177,
5,10177,8/1/2018 8:23:53,10177,
50,10179,7/31/2018 8:23:04,10179,
50,10179,7/31/2018 20:27:39,10179,
50,10179,8/1/2018 8:24:25,10179,
5,10182,7/31/2018 8:31:37,10182,
6,10184,8/1/2018 8:35:02,10184,
6,10190,7/31/2018 8:32:18,10190,
6,10190,7/31/2018 20:28:20,10190,
6,10190,8/1/2018 8:28:21,10190,
7,10203,7/31/2018 8:29:52,10203,
5,10203,7/31/2018 17:28:52,10203,
7,10203,8/1/2018 8:24:09,10203,
4,10215,7/31/2018 8:27:24,10215,
4,10215,7/31/2018 20:26:19,10215,
4,10215,8/1/2018 8:23:44,10215,
21,10219,7/31/2018 8:34:16,10219,
20,10219,7/31/2018 8:34:33,10219,
20,10219,7/31/2018 20:28:43,10219,
21,10219,8/1/2018 8:33:16,10219,
20,10219,8/1/2018 8:33:33,10219,
5,10233,7/31/2018 8:29:12,10233,
4,10233,7/31/2018 20:29:08,10233,
4,10233,8/1/2018 8:27:21,10233,
5,10240,7/31/2018 8:34:22,10240,
5,10240,7/31/2018 8:34:24,10240,
4,10240,7/31/2018 20:28:36,10240,
5,10240,8/1/2018 8:33:23,10240,
4,10241,7/31/2018 8:33:01,10241,
4,10241,7/31/2018 21:26:24,10241,
4,10241,8/1/2018 8:33:11,10241,
4,10242,7/31/2018 8:28:58,10242,
4,10242,7/31/2018 8:29:00,10242,
4,10242,7/31/2018 20:28:07,10242,
4,10242,8/1/2018 8:28:14,10242,
6,10246,7/31/2018 8:32:55,10246,
6,10246,7/31/2018 20:30:31,10246,
6,10246,7/31/2018 20:30:33,10246,
6,10246,7/31/2018 20:35:05,10246,
6,10246,8/1/2018 8:26:39,10246,
6,10246,8/1/2018 8:26:45,10246,
50,10264,7/31/2018 8:26:31,10264,
4,10264,7/31/2018 20:27:02,10264,
50,10264,8/1/2018 8:27:19,10264,
5,10264,8/1/2018 8:28:34,10264,
7,10274,7/31/2018 8:26:15,10274,
7,10274,7/31/2018 8:26:18,10274,
7,10274,7/31/2018 8:27:32,10274,
7,10274,7/31/2018 20:26:09,10274,
7,10274,8/1/2018 8:23:37,10274,
6,10274,8/1/2018 8:25:18,10274,
7,10274,8/1/2018 8:29:34,10274,
6,10282,7/31/2018 8:24:39,10282,
6,10282,7/31/2018 8:24:42,10282,
6,10282,7/31/2018 21:25:54,10282,
6,10282,8/1/2018 8:23:21,10282,
6,10282,8/1/2018 8:23:23,10282,
6,10293,7/31/2018 8:25:04,10293,
7,10293,7/31/2018 20:26:36,10293,
6,10293,8/1/2018 8:23:04,10293,
5,10301,7/31/2018 8:26:11,10301,
4,10301,7/31/2018 20:25:48,10301,
5,10301,8/1/2018 8:26:26,10301,
7,10302,7/31/2018 8:28:58,10302,
6,10302,7/31/2018 21:27:44,10302,
7,10302,7/31/2018 21:27:57,10302,
7,10302,8/1/2018 8:28:35,10302,
5,10321,7/31/2018 8:24:36,10321,
5,10321,7/31/2018 8:24:38,10321,
6,10321,7/31/2018 19:25:43,10321,
5,10321,8/1/2018 8:26:39,10321,
5,10321,8/1/2018 8:26:42,10321,
7,10348,7/31/2018 8:29:57,10348,
6,10348,7/31/2018 17:25:08,10348,
6,10348,7/31/2018 17:25:10,10348,
7,10348,8/1/2018 8:27:12,10348,
22,10350,7/31/2018 8:26:05,10350,
23,10350,7/31/2018 20:27:23,10350,
22,10350,8/1/2018 8:25:15,10350,
50,10352,7/31/2018 8:29:48,10352,
50,10352,7/31/2018 20:28:49,10352,
50,10352,8/1/2018 8:26:38,10352,
50,10354,7/31/2018 8:32:33,10354,
50,10354,7/31/2018 21:25:58,10354,
50,10354,8/1/2018 8:24:52,10354,
5,10365,7/31/2018 8:28:47,10365,
5,10365,7/31/2018 20:29:39,10365,
5,10365,8/1/2018 8:26:37,10365,
20,10412,7/31/2018 8:34:45,10412,
20,10412,7/31/2018 17:26:33,10412,
20,10412,8/1/2018 8:22:05,10412,
7,10425,7/31/2018 8:23:30,10425,
7,10425,7/31/2018 20:25:51,10425,
7,10425,8/1/2018 8:25:11,10425,
7,10430,7/31/2018 8:23:00,10430,
7,10430,7/31/2018 20:26:05,10430,
6,10430,8/1/2018 8:34:32,10430,
51,10431,7/31/2018 8:23:05,10431,
51,10431,7/31/2018 21:25:40,10431,
51,10431,8/1/2018 8:23:12,10431,
51,10431,8/1/2018 8:23:14,10431,
51,10450,7/31/2018 8:22:50,10450,
51,10450,7/31/2018 20:27:41,10450,
51,10450,8/1/2018 8:21:59,10450,
6,10451,7/31/2018 8:30:11,10451,
6,10451,7/31/2018 20:28:57,10451,
6,10451,8/1/2018 8:29:15,10451,
6,10453,7/31/2018 8:23:01,10453,
6,10453,7/31/2018 20:27:24,10453,
6,10453,8/1/2018 8:24:05,10453,
6,10454,7/31/2018 8:22:55,10454,
6,10454,7/31/2018 20:28:07,10454,
6,10454,8/1/2018 8:23:13,10454,
6,10455,7/31/2018 8:32:22,10455,
6,10455,7/31/2018 20:30:56,10455,
6,10455,8/1/2018 8:31:55,10455,
6,10456,7/31/2018 8:29:45,10456,
7,10456,7/31/2018 8:30:08,10456,
7,10456,7/31/2018 21:27:20,10456,
7,10456,7/31/2018 21:27:54,10456,
7,10456,8/1/2018 8:25:05,10456,
7,10456,8/1/2018 8:25:27,10456,
7,10458,7/31/2018 8:35:06,10458,
7,10458,7/31/2018 21:27:13,10458,
7,10458,7/31/2018 21:27:22,10458,
7,10458,8/1/2018 8:31:18,10458,
7,10458,8/1/2018 8:31:23,10458,
4,10460,7/31/2018 8:23:40,10460,
6,10460,7/31/2018 20:26:31,10460,
6,10460,8/1/2018 8:30:13,10460,
6,10466,7/31/2018 8:34:28,10466,
23,10466,7/31/2018 20:28:17,10466,
23,10466,7/31/2018 20:28:18,10466,
6,10466,8/1/2018 8:34:40,10466,
6,10471,7/31/2018 8:25:33,10471,
7,10471,7/31/2018 20:27:56,10471,
6,10471,8/1/2018 8:26:27,10471,
6,10484,7/31/2018 8:25:36,10484,
6,10484,7/31/2018 20:29:09,10484,
6,10484,8/1/2018 8:27:48,10484,
7,10486,7/31/2018 8:29:11,10486,
7,10486,7/31/2018 8:29:49,10486,
6,10486,7/31/2018 20:29:52,10486,
6,10486,7/31/2018 20:30:17,10486,
6,10486,7/31/2018 20:30:27,10486,
6,10486,7/31/2018 20:30:41,10486,
6,10486,7/31/2018 20:30:45,10486,
6,10486,7/31/2018 20:31:03,10486,
7,10486,8/1/2018 8:30:46,10486,
7,10486,8/1/2018 8:31:01,10486,
6,10488,7/31/2018 8:29:42,10488,
6,10488,7/31/2018 8:29:51,10488,
22,10488,7/31/2018 20:27:29,10488,
6,10488,8/1/2018 8:29:18,10488,
6,10488,8/1/2018 8:29:35,10488,
4,10490,7/31/2018 8:23:58,10490,
4,10490,7/31/2018 8:23:59,10490,
4,10490,7/31/2018 21:29:44,10490,
5,10490,8/1/2018 8:22:15,10490,
7,10492,7/31/2018 8:30:14,10492,
7,10492,7/31/2018 20:27:08,10492,
7,10492,8/1/2018 8:24:03,10492,
7,10498,7/31/2018 8:24:35,10498,
7,10498,7/31/2018 21:27:07,10498,
7,10498,8/1/2018 8:22:20,10498,
5,10500,7/31/2018 8:24:14,10500,
5,10500,7/31/2018 21:26:09,10500,
5,10500,8/1/2018 8:22:57,10500,
6,10506,7/31/2018 8:24:00,10506,
5,10506,7/31/2018 21:28:25,10506,
5,10506,7/31/2018 21:28:27,10506,
7,10506,8/1/2018 8:26:46,10506,
7,10506,8/1/2018 8:26:48,10506,
51,10511,7/31/2018 8:31:16,10511,
51,10511,7/31/2018 20:27:16,10511,
51,10511,8/1/2018 8:29:48,10511,
6,10518,7/31/2018 8:29:28,10518,
7,10518,7/31/2018 20:27:46,10518,
6,10518,8/1/2018 8:25:08,10518,
6,10519,7/31/2018 8:25:24,10519,
6,10519,7/31/2018 20:28:36,10519,
6,10519,8/1/2018 8:23:43,10519,
51,10526,7/31/2018 8:27:21,10526,
51,10526,7/31/2018 8:27:23,10526,
51,10526,7/31/2018 21:26:38,10526,
51,10526,8/1/2018 8:25:33,10526,
51,10526,8/1/2018 8:25:35,10526,
7,10528,7/31/2018 8:24:31,10528,
6,10528,7/31/2018 20:27:05,10528,
5,10528,8/1/2018 8:27:00,10528,
7,10530,7/31/2018 8:29:08,10530,
7,10530,7/31/2018 21:27:49,10530,
6,10530,7/31/2018 21:27:58,10530,
7,10530,8/1/2018 8:24:38,10530,
7,10542,7/31/2018 8:32:51,10542,
6,10542,7/31/2018 20:28:23,10542,
7,10542,8/1/2018 8:29:56,10542,
7,10555,7/31/2018 8:25:21,10555,
7,10555,7/31/2018 20:28:35,10555,
6,10555,8/1/2018 8:28:42,10555,
7,10566,7/31/2018 8:22:50,10566,
7,10566,7/31/2018 20:29:25,10566,
7,10566,7/31/2018 20:29:26,10566,
7,10566,8/1/2018 8:22:55,10566,
7,10566,8/1/2018 8:22:57,10566,
7,10581,7/31/2018 8:23:50,10581,
7,10581,7/31/2018 8:23:51,10581,
7,10581,7/31/2018 20:26:55,10581,
7,10581,7/31/2018 20:26:57,10581,
6,10581,8/1/2018 8:26:28,10581,
6,10581,8/1/2018 8:26:33,10581,
5,10606,7/31/2018 8:28:23,10606,
5,10606,7/31/2018 8:28:25,10606,
4,10606,7/31/2018 20:30:13,10606,
4,10606,7/31/2018 20:30:14,10606,
4,10606,8/1/2018 8:28:17,10606,
4,10608,7/31/2018 8:24:51,10608,
4,10608,7/31/2018 20:32:43,10608,
4,10608,7/31/2018 20:32:45,10608,
4,10608,7/31/2018 20:33:12,10608,
4,10608,7/31/2018 20:33:16,10608,
4,10608,8/1/2018 8:29:27,10608,
4,10612,7/31/2018 8:26:00,10612,
4,10612,7/31/2018 8:26:02,10612,
4,10612,7/31/2018 21:26:26,10612,
4,10612,8/1/2018 8:26:24,10612,
4,10612,8/1/2018 8:26:25,10612,
5,10625,7/31/2018 8:29:02,10625,
5,10625,7/31/2018 8:29:04,10625,
5,10625,7/31/2018 20:26:54,10625,
5,10625,7/31/2018 20:26:56,10625,
5,10625,8/1/2018 8:30:39,10625,
5,10625,8/1/2018 8:30:40,10625,
6,10625,8/1/2018 8:32:26,10625,
4,10640,7/31/2018 8:24:16,10640,
4,10640,7/31/2018 8:24:17,10640,
4,10640,7/31/2018 20:25:53,10640,
4,10640,8/1/2018 8:24:11,10640,
4,10640,8/1/2018 8:24:13,10640,
50,10641,7/31/2018 8:23:01,10641,
50,10641,7/31/2018 20:26:44,10641,
50,10641,8/1/2018 8:23:09,10641,
50,10654,7/31/2018 8:22:38,10654,
50,10654,7/31/2018 20:26:24,10654,
50,10654,8/1/2018 8:21:57,10654,
20,10657,7/31/2018 8:23:04,10657,
20,10657,7/31/2018 20:28:41,10657,
20,10657,8/1/2018 8:24:01,10657,
20,10658,7/31/2018 8:34:12,10658,
20,10658,7/31/2018 20:29:59,10658,
20,10658,8/1/2018 8:30:57,10658,
50,10660,7/31/2018 8:41:01,10660,
50,10660,7/31/2018 20:28:58,10660,
50,10660,8/1/2018 8:25:09,10660,
20,10664,7/31/2018 8:22:24,10664,
20,10664,7/31/2018 20:28:39,10664,
20,10664,8/1/2018 8:22:34,10664,
50,10665,7/31/2018 8:32:07,10665,
50,10665,7/31/2018 20:32:28,10665,
50,10665,7/31/2018 20:32:30,10665,
50,10665,8/1/2018 8:30:49,10665,
20,10668,7/31/2018 8:34:05,10668,
20,10668,7/31/2018 8:34:07,10668,
20,10668,7/31/2018 20:27:00,10668,
20,10668,8/1/2018 8:34:09,10668,
23,10671,7/31/2018 8:23:34,10671,
23,10671,7/31/2018 8:23:35,10671,
22,10671,7/31/2018 20:28:13,10671,
22,10671,7/31/2018 20:28:15,10671,
22,10671,7/31/2018 20:28:18,10671,
22,10671,8/1/2018 8:26:57,10671,
22,10671,8/1/2018 8:27:04,10671,
20,10672,7/31/2018 8:22:47,10672,
20,10672,7/31/2018 20:27:54,10672,
20,10672,8/1/2018 8:25:35,10672,
50,10673,7/31/2018 8:29:29,10673,
50,10673,7/31/2018 20:26:05,10673,
50,10673,8/1/2018 8:23:43,10673,
20,10677,7/31/2018 8:24:43,10677,
20,10677,7/31/2018 19:29:16,10677,
20,10677,8/1/2018 8:33:36,10677,
20,10679,7/31/2018 8:22:44,10679,
20,10679,7/31/2018 20:28:26,10679,
20,10679,8/1/2018 8:22:03,10679,
51,10680,7/31/2018 8:33:00,10680,
51,10680,7/31/2018 8:33:02,10680,
51,10680,7/31/2018 20:26:25,10680,
51,10680,7/31/2018 20:26:27,10680,
51,10680,8/1/2018 8:31:33,10680,
51,10680,8/1/2018 8:31:35,10680,
51,10681,7/31/2018 8:22:32,10681,
51,10681,7/31/2018 20:26:00,10681,
51,10681,8/1/2018 8:25:30,10681,
51,10684,7/31/2018 8:24:37,10684,
51,10684,7/31/2018 20:26:10,10684,
51,10684,8/1/2018 8:26:38,10684,
51,10687,7/31/2018 8:29:34,10687,
51,10687,7/31/2018 20:27:21,10687,
51,10687,8/1/2018 8:23:59,10687,
51,10687,8/1/2018 8:24:02,10687,
22,10688,7/31/2018 8:23:23,10688,
23,10688,7/31/2018 20:26:02,10688,
22,10688,8/1/2018 8:23:57,10688,
23,10694,7/31/2018 8:34:53,10694,
23,10694,7/31/2018 20:26:39,10694,
23,10694,8/1/2018 8:34:08,10694,
23,10695,7/31/2018 8:34:32,10695,
23,10695,7/31/2018 8:34:35,10695,
23,10695,7/31/2018 20:28:41,10695,
23,10695,7/31/2018 20:28:43,10695,
23,10695,8/1/2018 8:33:54,10695,
23,10697,7/31/2018 8:31:40,10697,
23,10697,7/31/2018 8:31:43,10697,
23,10697,7/31/2018 20:26:07,10697,
23,10697,8/1/2018 8:29:51,10697,
23,10697,8/1/2018 8:29:53,10697,
51,10699,7/31/2018 8:31:23,10699,
51,10699,7/31/2018 20:26:49,10699,
51,10699,8/1/2018 8:28:52,10699,
51,10709,7/31/2018 8:29:10,10709,
51,10709,7/31/2018 8:29:12,10709,
51,10709,7/31/2018 20:27:34,10709,
51,10709,7/31/2018 20:27:38,10709,
51,10709,8/1/2018 8:27:42,10709,
51,10709,8/1/2018 8:27:44,10709,
22,10710,7/31/2018 8:25:08,10710,
22,10710,7/31/2018 8:25:17,10710,
22,10710,7/31/2018 20:26:08,10710,
22,10710,8/1/2018 8:28:19,10710,
22,10710,8/1/2018 8:28:21,10710,
23,10711,7/31/2018 8:34:13,10711,
23,10711,7/31/2018 20:29:18,10711,
23,10711,7/31/2018 20:29:19,10711,
22,10711,8/1/2018 8:33:58,10711,
22,10711,8/1/2018 8:34:00,10711,
22,10717,7/31/2018 8:33:07,10717,
22,10717,7/31/2018 8:33:09,10717,
22,10717,7/31/2018 20:29:05,10717,
22,10717,7/31/2018 20:29:08,10717,
22,10717,8/1/2018 8:30:08,10717,
22,10717,8/1/2018 8:30:10,10717,
22,10718,7/31/2018 8:34:14,10718,
22,10718,7/31/2018 8:34:16,10718,
22,10718,7/31/2018 20:27:21,10718,
22,10718,7/31/2018 20:27:22,10718,
22,10718,8/1/2018 8:23:19,10718,
23,10721,7/31/2018 8:22:42,10721,
23,10721,7/31/2018 8:22:44,10721,
23,10721,7/31/2018 20:27:57,10721,
23,10721,8/1/2018 8:23:04,10721,
23,10721,8/1/2018 8:23:06,10721,
22,10722,7/31/2018 8:29:17,10722,
22,10722,7/31/2018 8:29:19,10722,
22,10722,7/31/2018 20:26:39,10722,
22,10722,8/1/2018 8:27:50,10722,
22,10722,8/1/2018 8:27:53,10722,
20,10728,7/31/2018 8:22:12,10728,
20,10728,7/31/2018 20:26:19,10728,
20,10728,8/1/2018 8:26:23,10728,
22,10731,7/31/2018 8:34:11,10731,
22,10731,7/31/2018 8:34:12,10731,
23,10731,7/31/2018 20:26:34,10731,
22,10731,8/1/2018 8:33:25,10731,
22,10731,8/1/2018 8:33:26,10731,
22,10737,7/31/2018 8:32:52,10737,
22,10737,7/31/2018 20:28:08,10737,
22,10737,8/1/2018 8:31:01,10737,
22,10737,8/1/2018 8:31:03,10737,
20,10746,7/31/2018 8:31:33,10746,
20,10746,7/31/2018 20:29:16,10746,
20,10746,7/31/2018 20:29:21,10746,
20,10746,8/1/2018 8:32:27,10746,
20,10751,7/31/2018 8:28:01,10751,
20,10751,7/31/2018 8:28:02,10751,
20,10751,7/31/2018 19:28:41,10751,
20,10751,7/31/2018 19:28:42,10751,
20,10751,8/1/2018 8:23:22,10751,
20,10751,8/1/2018 8:23:23,10751,
58,10757,7/31/2018 8:32:57,10757,
58,10757,7/31/2018 21:31:55,10757,
58,10757,7/31/2018 21:31:56,10757,
58,10757,8/1/2018 8:28:33,10757,
58,10757,8/1/2018 8:28:34,10757,
58,10759,7/31/2018 8:25:05,10759,
58,10759,7/31/2018 20:25:50,10759,
58,10759,7/31/2018 20:25:51,10759,
58,10759,8/1/2018 8:27:14,10759,
58,10762,7/31/2018 8:23:27,10762,
58,10762,7/31/2018 8:23:28,10762,
58,10762,7/31/2018 21:26:38,10762,
58,10762,8/1/2018 8:22:29,10762,
58,10767,7/31/2018 8:25:02,10767,
58,10767,7/31/2018 21:30:27,10767,
58,10767,8/1/2018 8:29:04,10767,
58,10771,7/31/2018 8:31:00,10771,
58,10771,7/31/2018 21:26:19,10771,
58,10771,8/1/2018 8:24:29,10771,
58,10780,7/31/2018 8:24:37,10780,
58,10780,7/31/2018 21:26:14,10780,
58,10780,7/31/2018 21:26:16,10780,
58,10780,8/1/2018 8:25:32,10780,
58,10780,8/1/2018 8:25:33,10780,
4,10788,7/31/2018 8:30:45,10788,
4,10788,7/31/2018 8:30:47,10788,
5,10788,7/31/2018 21:26:06,10788,
5,10788,7/31/2018 21:26:08,10788,
4,10788,8/1/2018 8:31:14,10788,
4,10788,8/1/2018 8:31:15,10788,
4,10791,7/31/2018 8:37:19,10791,
4,10791,8/1/2018 8:35:29,10791,
51,10793,7/31/2018 8:32:38,10793,
51,10793,7/31/2018 21:29:40,10793,
51,10793,8/1/2018 8:31:17,10793,
5,10800,7/31/2018 8:33:40,10800,
5,10800,7/31/2018 21:28:19,10800,
5,10800,8/1/2018 8:33:24,10800,
5,10802,7/31/2018 8:28:13,10802,
5,10802,7/31/2018 8:28:15,10802,
